v1	Ic(Q1)	Ic(Q2)
-1.159999999999999e-001	8.901403e-006	1.732402e-004
-1.149999999999999e-001	9.120800e-006	1.730176e-004
-1.139999999999999e-001	9.345308e-006	1.727898e-004
-1.129999999999999e-001	9.575032e-006	1.725568e-004
-1.119999999999999e-001	9.810077e-006	1.723185e-004
-1.109999999999999e-001	1.005055e-005	1.720747e-004
-1.099999999999999e-001	1.029656e-005	1.718254e-004
-1.089999999999999e-001	1.054822e-005	1.715704e-004
-1.079999999999999e-001	1.080563e-005	1.713096e-004
-1.069999999999999e-001	1.106892e-005	1.710429e-004
-1.059999999999999e-001	1.133819e-005	1.707703e-004
-1.049999999999999e-001	1.161355e-005	1.704915e-004
-1.039999999999999e-001	1.189513e-005	1.702065e-004
-1.029999999999999e-001	1.218305e-005	1.699151e-004
-1.019999999999999e-001	1.247741e-005	1.696173e-004
-1.009999999999999e-001	1.277834e-005	1.693129e-004
-9.999999999999987e-002	1.308596e-005	1.690018e-004
-9.899999999999987e-002	1.340040e-005	1.686839e-004
-9.799999999999987e-002	1.372176e-005	1.683590e-004
-9.699999999999986e-002	1.405018e-005	1.680270e-004
-9.599999999999986e-002	1.438578e-005	1.676879e-004
-9.499999999999986e-002	1.472867e-005	1.673414e-004
-9.399999999999986e-002	1.507900e-005	1.669875e-004
-9.299999999999986e-002	1.543688e-005	1.666261e-004
-9.199999999999986e-002	1.580244e-005	1.662569e-004
-9.099999999999986e-002	1.617580e-005	1.658799e-004
-8.999999999999986e-002	1.655709e-005	1.654950e-004
-8.899999999999986e-002	1.694644e-005	1.651021e-004
-8.799999999999986e-002	1.734396e-005	1.647009e-004
-8.699999999999986e-002	1.774980e-005	1.642914e-004
-8.599999999999985e-002	1.816407e-005	1.638735e-004
-8.499999999999985e-002	1.858690e-005	1.634470e-004
-8.399999999999985e-002	1.901842e-005	1.630119e-004
-8.299999999999985e-002	1.945874e-005	1.625679e-004
-8.199999999999985e-002	1.990800e-005	1.621149e-004
-8.099999999999985e-002	2.036631e-005	1.616530e-004
-7.999999999999985e-002	2.083380e-005	1.611818e-004
-7.899999999999985e-002	2.131058e-005	1.607014e-004
-7.799999999999985e-002	2.179678e-005	1.602115e-004
-7.699999999999985e-002	2.229252e-005	1.597121e-004
-7.599999999999985e-002	2.279790e-005	1.592030e-004
-7.499999999999985e-002	2.331305e-005	1.586842e-004
-7.399999999999984e-002	2.383808e-005	1.581555e-004
-7.299999999999984e-002	2.437309e-005	1.576169e-004
-7.199999999999984e-002	2.491819e-005	1.570681e-004
-7.099999999999984e-002	2.547349e-005	1.565092e-004
-6.999999999999984e-002	2.603909e-005	1.559399e-004
-6.899999999999984e-002	2.661508e-005	1.553603e-004
-6.799999999999984e-002	2.720157e-005	1.547702e-004
-6.699999999999984e-002	2.779865e-005	1.541695e-004
-6.599999999999984e-002	2.840640e-005	1.535582e-004
-6.499999999999984e-002	2.902490e-005	1.529361e-004
-6.399999999999984e-002	2.965425e-005	1.523032e-004
-6.299999999999983e-002	3.029450e-005	1.516593e-004
-6.199999999999983e-002	3.094575e-005	1.510046e-004
-6.099999999999983e-002	3.160804e-005	1.503387e-004
-5.999999999999983e-002	3.228146e-005	1.496618e-004
-5.899999999999983e-002	3.296604e-005	1.489738e-004
-5.799999999999983e-002	3.366184e-005	1.482745e-004
-5.699999999999983e-002	3.436890e-005	1.475640e-004
-5.599999999999983e-002	3.508728e-005	1.468422e-004
-5.499999999999983e-002	3.581699e-005	1.461091e-004
-5.399999999999983e-002	3.655806e-005	1.453647e-004
-5.299999999999983e-002	3.731052e-005	1.446089e-004
-5.199999999999982e-002	3.807438e-005	1.438418e-004
-5.099999999999982e-002	3.884963e-005	1.430632e-004
-4.999999999999982e-002	3.963630e-005	1.422733e-004
-4.899999999999982e-002	4.043435e-005	1.414721e-004
-4.799999999999982e-002	4.124377e-005	1.406595e-004
-4.699999999999982e-002	4.206455e-005	1.398356e-004
-4.599999999999982e-002	4.289664e-005	1.390004e-004
-4.499999999999982e-002	4.374001e-005	1.381540e-004
-4.399999999999982e-002	4.459461e-005	1.372964e-004
-4.299999999999982e-002	4.546037e-005	1.364276e-004
-4.199999999999982e-002	4.633723e-005	1.355479e-004
-4.099999999999981e-002	4.722512e-005	1.346571e-004
-3.999999999999981e-002	4.812394e-005	1.337554e-004
-3.899999999999981e-002	4.903361e-005	1.328430e-004
-3.799999999999981e-002	4.995401e-005	1.319198e-004
-3.699999999999981e-002	5.088505e-005	1.309861e-004
-3.599999999999981e-002	5.182658e-005	1.300420e-004
-3.499999999999981e-002	5.277848e-005	1.290875e-004
-3.399999999999981e-002	5.374060e-005	1.281229e-004
-3.299999999999981e-002	5.471280e-005	1.271482e-004
-3.199999999999981e-002	5.569491e-005	1.261637e-004
-3.099999999999981e-002	5.668676e-005	1.251695e-004
-2.999999999999981e-002	5.768817e-005	1.241658e-004
-2.899999999999980e-002	5.869894e-005	1.231528e-004
-2.799999999999980e-002	5.971888e-005	1.221307e-004
-2.699999999999980e-002	6.074778e-005	1.210997e-004
-2.599999999999980e-002	6.178541e-005	1.200600e-004
-2.499999999999980e-002	6.283154e-005	1.190119e-004
-2.399999999999980e-002	6.388593e-005	1.179556e-004
-2.299999999999980e-002	6.494835e-005	1.168914e-004
-2.199999999999980e-002	6.601853e-005	1.158194e-004
-2.099999999999980e-002	6.709620e-005	1.147401e-004
-1.999999999999980e-002	6.818109e-005	1.136536e-004
-1.899999999999980e-002	6.927293e-005	1.125602e-004
-1.799999999999979e-002	7.037141e-005	1.114602e-004
-1.699999999999979e-002	7.147624e-005	1.103540e-004
-1.599999999999979e-002	7.258711e-005	1.092418e-004
-1.499999999999979e-002	7.370370e-005	1.081240e-004
-1.399999999999979e-002	7.482572e-005	1.070008e-004
-1.299999999999979e-002	7.595281e-005	1.058726e-004
-1.199999999999979e-002	7.708465e-005	1.047398e-004
-1.099999999999979e-002	7.822091e-005	1.036026e-004
-9.999999999999787e-003	7.936123e-005	1.024614e-004
-8.999999999999786e-003	8.050526e-005	1.013166e-004
-7.999999999999785e-003	8.165266e-005	1.001685e-004
-6.999999999999785e-003	8.280307e-005	9.901747e-005
-5.999999999999785e-003	8.395612e-005	9.786389e-005
-4.999999999999785e-003	8.511145e-005	9.670811e-005
-3.999999999999785e-003	8.626868e-005	9.555051e-005
-2.999999999999785e-003	8.742746e-005	9.439145e-005
-1.999999999999785e-003	8.858740e-005	9.323131e-005
-9.999999999997849e-004	8.974812e-005	9.207046e-005
2.151057110211241e-016	9.090927e-005	9.090927e-005
1.000000000000215e-003	9.207046e-005	8.974813e-005
2.000000000000215e-003	9.323132e-005	8.858740e-005
3.000000000000215e-003	9.439146e-005	8.742747e-005
4.000000000000215e-003	9.555053e-005	8.626870e-005
5.000000000000215e-003	9.670814e-005	8.511147e-005
6.000000000000215e-003	9.786392e-005	8.395615e-005
7.000000000000215e-003	9.901750e-005	8.280310e-005
8.000000000000215e-003	1.001685e-004	8.165271e-005
9.000000000000216e-003	1.013166e-004	8.050531e-005
1.000000000000022e-002	1.024614e-004	7.936128e-005
1.100000000000022e-002	1.036026e-004	7.822096e-005
1.200000000000022e-002	1.047398e-004	7.708471e-005
1.300000000000022e-002	1.058727e-004	7.595287e-005
1.400000000000022e-002	1.070009e-004	7.482579e-005
1.500000000000022e-002	1.081241e-004	7.370378e-005
1.600000000000022e-002	1.092419e-004	7.258718e-005
1.700000000000022e-002	1.103541e-004	7.147631e-005
1.800000000000022e-002	1.114604e-004	7.037149e-005
1.900000000000023e-002	1.125603e-004	6.927301e-005
2.000000000000023e-002	1.136537e-004	6.818118e-005
2.100000000000023e-002	1.147402e-004	6.709629e-005
2.200000000000023e-002	1.158196e-004	6.601862e-005
2.300000000000023e-002	1.168915e-004	6.494845e-005
2.400000000000023e-002	1.179558e-004	6.388604e-005
2.500000000000023e-002	1.190121e-004	6.283164e-005
2.600000000000023e-002	1.200602e-004	6.178551e-005
2.700000000000023e-002	1.210999e-004	6.074788e-005
2.800000000000023e-002	1.221309e-004	5.971899e-005
2.900000000000023e-002	1.231530e-004	5.869905e-005
3.000000000000024e-002	1.241660e-004	5.768828e-005
3.100000000000024e-002	1.251697e-004	5.668688e-005
3.200000000000024e-002	1.261639e-004	5.569503e-005
3.300000000000024e-002	1.271484e-004	5.471292e-005
3.400000000000024e-002	1.281231e-004	5.374072e-005
3.500000000000024e-002	1.290878e-004	5.277860e-005
3.600000000000024e-002	1.300423e-004	5.182670e-005
3.700000000000024e-002	1.309864e-004	5.088517e-005
3.800000000000024e-002	1.319201e-004	4.995414e-005
3.900000000000024e-002	1.328433e-004	4.903374e-005
4.000000000000024e-002	1.337558e-004	4.812407e-005
4.100000000000025e-002	1.346574e-004	4.722525e-005
4.200000000000025e-002	1.355482e-004	4.633737e-005
4.300000000000025e-002	1.364280e-004	4.546050e-005
4.400000000000025e-002	1.372967e-004	4.459474e-005
4.500000000000025e-002	1.381543e-004	4.374015e-005
4.600000000000025e-002	1.390008e-004	4.289678e-005
4.700000000000025e-002	1.398360e-004	4.206469e-005
4.800000000000025e-002	1.406599e-004	4.124391e-005
4.900000000000025e-002	1.414725e-004	4.043448e-005
5.000000000000025e-002	1.422738e-004	3.963643e-005
5.100000000000025e-002	1.430636e-004	3.884978e-005
5.200000000000025e-002	1.438422e-004	3.807452e-005
5.300000000000026e-002	1.446094e-004	3.731066e-005
5.400000000000026e-002	1.453651e-004	3.655820e-005
5.500000000000026e-002	1.461096e-004	3.581713e-005
5.600000000000026e-002	1.468427e-004	3.508741e-005
5.700000000000026e-002	1.475645e-004	3.436904e-005
5.800000000000026e-002	1.482750e-004	3.366197e-005
5.900000000000026e-002	1.489743e-004	3.296617e-005
6.000000000000026e-002	1.496624e-004	3.228159e-005
6.100000000000026e-002	1.503393e-004	3.160818e-005
6.200000000000026e-002	1.510051e-004	3.094589e-005
6.300000000000026e-002	1.516599e-004	3.029464e-005
6.400000000000027e-002	1.523037e-004	2.965438e-005
6.500000000000027e-002	1.529366e-004	2.902504e-005
6.600000000000027e-002	1.535588e-004	2.840653e-005
6.700000000000027e-002	1.541701e-004	2.779878e-005
6.800000000000027e-002	1.547708e-004	2.720171e-005
6.900000000000027e-002	1.553609e-004	2.661522e-005
7.000000000000027e-002	1.559406e-004	2.603922e-005
7.100000000000027e-002	1.565098e-004	2.547362e-005
7.200000000000027e-002	1.570688e-004	2.491832e-005
7.300000000000027e-002	1.576175e-004	2.437322e-005
7.400000000000027e-002	1.581562e-004	2.383821e-005
7.500000000000028e-002	1.586849e-004	2.331318e-005
7.600000000000028e-002	1.592037e-004	2.279803e-005
