Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
49227.19555002028,1.010170486759937,2.014770588334807,6.551099593129386
51905.74094332044,1.010415938503003,2.01697814596458,6.909869834829195
54730.03108896346,1.010629666277124,2.019241484287348,7.264527152080362
57707.99623628857,1.010773389040807,2.022275660987341,7.673640078596108
60847.99813459358,1.010849419431313,2.025628347508006,8.064054648224158
64158.85351186858,1.010987194927985,2.028748932549235,8.499303396389472
67649.8588310527,1.011139631889145,2.032568998226403,8.934817855694646
71330.81639332537,1.010247829022454,2.037044120278123,9.41619471671067
75212.06186172794,1.010307614060644,2.041550611796946,9.896849586883036
79304.49328239732,1.010388719681837,2.046977139673835,10.41907515916127
83619.6016849007,1.011348158800699,2.052330187947764,10.95999301762367
88169.50334759241,1.01254188317699,2.058790218449726,11.52841260766981
92966.97381859022,1.012695169268491,2.066073947626468,12.11175174428054
98025.48378789809,1.013053278639711,2.072914053053416,12.73722538362054
103359.2369113987,1.013511531642501,2.08121391623485,13.38149266438346
108983.2096929222,1.013142931217117,2.091635090110956,14.05229969310388
114913.1935363736,1.013571742498481,2.10137584459294,14.75929503592871
121165.8390859968,1.013334923676558,2.113226190027031,15.46594802510558
127758.7029792765,1.013646322362627,2.125546364580394,16.23235608923306
134710.2971437547,1.01372660643354,2.139355610035099,17.02989134238267
142040.1407761806,1.013774662663081,2.154854676824316,17.84467158576344
149768.8151499451,1.012656447055585,2.171334479154854,18.68166672252414
157918.0214046928,1.013530689110158,2.190497900239345,19.51733577211107
166510.6414803746,1.013576559426079,2.211631793740466,20.43208129790564
175570.8023668409,1.013441147583696,2.233990283455172,21.36826198172996
185123.9438493749,1.012649733172785,2.260107475322358,22.33766950893564
195196.8899403919,1.013041755607023,2.287072325921087,23.30034429453907
205817.9241978704,1.012931249073208,2.319104135576851,24.25790606682068
217016.8691420048,1.012270922807711,2.359063876841666,25.14476132391934
228825.1699930676,1.012482854218499,2.409186933140697,25.79776097140229
241275.9829656098,1.010895378365252,2.349842612042016,20.78019347275528
254404.2683669146,1.011417093091284,2.445666302295277,2.825917459250917
268246.8887611171,1.010471863806845,2.407616305627401,1.923332402412996
282842.7124746192,1.009778042607415,2.499393494542721,9.424894261293048
298232.7227334324,1.008389438182879,2.585513509749507,5.384109109142727
314460.1327388898,1.008458888805517,2.557816228395288,-30.4257758980466
331570.507004847,1.007934749798364,2.399873738622078,-46.70550412190177
349611.8892970722,1.007439176004435,2.278236448580779,-58.15703351358461
368634.9375340595,1.00687546663958,2.176375853963661,-67.53097709728149
388693.0660280552,1.006637280657691,2.086575180990874,-75.60446857364673
409842.5954656861,1.005327431019501,2.008744542536113,-82.68605178516418
432142.9110493219,1.004500301332346,1.942443078521863,-88.86855718553159
455656.6292432076,1.004781406675004,1.881125084907136,-94.20865170679826
480449.7735925729,1.004086098521694,1.828330617990599,-98.68628336680808
506591.9601093908,1.001671706441923,1.78063118484141,-102.382771807712
534156.5927453313,1.002860069041809,1.73468755491985,-105.4853861669893
563221.0695007681,1.002239233111562,1.688135864617372,-108.1684646361895
593866.9997485711,1.001223122531532,1.641218363590973,-110.4864996892403
626180.4333828964,1.000762178042769,1.591842318373629,-112.6342931394303
660252.1024364015,1.000290014423473,1.540410329600763,-114.5546688686067
696177.675844311,0.999634326772209,1.487286926924009,-116.4212443838293
734058.0280706818,0.9993383107252709,1.431546496519956,-118.2452560703901
773999.5223511321,0.9982950610441258,1.373047132484593,-120.0562183059342
816114.3093473478,0.9981475167432812,1.309157928858679,-122.0012551840896
860520.6420519497,0.9956372524160886,1.24674514325785,-123.8438416251838
907343.2078279319,0.9966666733993681,1.187853283236685,-125.4586678381031
956713.4785149995,0.9957409225668858,1.13198614492263,-126.9359157970536
1008770.079585858,0.9950203199428939,1.079572309533784,-128.2090140465345
1063659.179388998,0.9945898377715411,1.029778092906883,-129.3155531965479
1121534.899570923,0.9935556705865523,0.9827369938295607,-130.2746592511344
1182559.747830227,0.9931108084940355,0.937783487264103,-131.0607509221611
1246905.074218652,0.9918558186461807,0.8957129424003812,-131.6841865261349
1314751.552270347,0.990943828757453,0.8553667007642817,-132.1446967754837
1386289.686310294,0.9891928867054143,0.8174071115351814,-132.427863652085
1461720.346366338,0.9886013770098058,0.7814483207682268,-132.652509598448
1541255.332186814,0.987374587268086,0.7473336714536841,-132.7736051815693
1625117.967947438,0.9861723669501072,0.7142721875117628,-132.9425659130142
1713543.729317327,0.9842849131681893,0.6828487312766758,-133.1424919785866
1806780.904644887,0.9831142958014244,0.652445618815486,-133.4066518890753
1905091.292120074,0.9816082517853248,0.6228799720402352,-133.7871627267887
2008750.934870582,0.9787153467737344,0.594750043011575,-134.2000811495298
2118050.896056014,0.9759613850203482,0.5674388503666377,-134.6901314611969
2233298.076136412,0.9753101134478325,0.5415413150648378,-135.2224799439238
2354816.074609898,0.9730546841761222,0.5166324724274999,-135.8174982434923
2482946.098639125,0.9699641600823135,0.4927868025624939,-136.53911641241
2618047.921117812,0.9652412161654317,0.4702402596676974,-137.3589520815261
2760500.890867505,0.9644883707705474,0.4487778751725029,-138.4478150211841
2910704.997801058,0.9580291575628274,0.4281791968568636,-139.7907514871612
3069081.996043702,0.9565543567270012,0.408197752554679,-141.4590974179438
3236076.588165251,0.9531715995227728,0.3889261587656347,-143.5521725680189
3412157.673848651,0.9473616134757661,0.3703268596777546,-145.9758874301698
3597819.66650095,0.9437386531754323,0.3522598107396256,-148.7551381308422
3793583.881503584,0.9385302269252517,0.3350366946877412,-151.8909490600425
4000000,0.9324625838587174,0.3183106068834639,-155.4251533171955
